" ""topic"" "," ""labID"" "," ""resource"" "
" ""http://dbpedia.org/resource/Moodle"" "," ""5"" "," ""http://localhost:3030/University/COMP6741/Labs/lab05.pdf"" "
" ""http://dbpedia.org/resource/Natural-language_processing"" "," ""5"" "," ""http://localhost:3030/University/COMP6741/Labs/lab05.pdf"" "
" ""http://dbpedia.org/resource/Pablo_Picasso"" "," ""5"" "," ""http://localhost:3030/University/COMP6741/Labs/lab05.pdf"" "
" ""http://dbpedia.org/resource/Paris_Hilton"" "," ""5"" "," ""http://localhost:3030/University/COMP6741/Labs/lab05.pdf"" "
" ""http://dbpedia.org/resource/Quebec"" "," ""5"" "," ""http://localhost:3030/University/COMP6741/Labs/lab05.pdf"" "
" ""http://dbpedia.org/resource/Query_string"" "," ""5"" "," ""http://localhost:3030/University/COMP6741/Labs/lab05.pdf"" "
" ""http://dbpedia.org/resource/RDF_Schema"" "," ""5"" "," ""http://localhost:3030/University/COMP6741/Labs/lab05.pdf"" "
" ""http://dbpedia.org/resource/SPARQL"" "," ""5"" "," ""http://localhost:3030/University/COMP6741/Labs/lab05.pdf"" "
" ""http://dbpedia.org/resource/Sir_George_Williams_University"" "," ""5"" "," ""http://localhost:3030/University/COMP6741/Labs/lab05.pdf"" "
" ""http://dbpedia.org/resource/Spruce"" "," ""5"" "," ""http://localhost:3030/University/COMP6741/Labs/lab05.pdf"" "
" ""http://dbpedia.org/resource/Stevedore"" "," ""5"" "," ""http://localhost:3030/University/COMP6741/Labs/lab05.pdf"" "
" ""http://dbpedia.org/resource/Cosine_similarity"" "," ""6"" "," ""http://localhost:3030/University/COMP6741/Labs/lab06.pdf"" "
" ""http://dbpedia.org/resource/Machine_learning"" "," ""6"" "," ""http://localhost:3030/University/COMP6741/Labs/lab06.pdf"" "
" ""http://dbpedia.org/resource/MovieLens"" "," ""6"" "," ""http://localhost:3030/University/COMP6741/Labs/lab06.pdf"" "
