" ""topic"" "," ""lectureID"" "," ""resource"" ",,
" ""http://dbpedia.org/resource/Linux_kernel"" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/Manning_Publications"" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/NaN"" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/Natural-language_processing"" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/Overfitting"" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/Perceptron"" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/Puffy_AmiYumi"" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/RGB_color_model"" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/Reading_F.C."" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/Sherlock_Holmes"" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/Softmax_function"" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/Standard_deviation"" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/Stanford_University"" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/Tensor"" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/TensorFlow"" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/Text_file"" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/Vanilla"" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/Word2vec"" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/Word_embedding"" "," ""11"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides11.pdf"" ",,
" ""http://dbpedia.org/resource/Aesop"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/American_Civil_War"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Andes"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Application_programming_interface"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Arsenal_F.C."" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Association_for_Computing_Machinery"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
