Course ID,Subject,Number,Title
11131,FINA,470,International Finance
11132,FINA,471,Multinational Financial Management
11134,FINA,481,Management of Financial Institutions
11135,FINA,482,"International Banking: Operations, Policy and Strategy"
11138,FINA,495,Honours Seminar in Finance
11143,FINA,620,FINANCIAL MANAGEMENT
11149,FINA,663,Corporate Finance
11153,FINA,682,INTERNATIONAL FINANCIAL MANAGEMENT
11154,FINA,683,PORTFOLIO MANAGEMENT
11155,FINA,685,OPTIONS AND FUTURES
11157,FINA,690,Investment Analysis
11158,FINA,691,REAL ESTATE FINANCE
11159,FINA,695,SEMINAR IN SPECIAL TOPICS
11164,FINA,695E,SEMINAR IN SPECIAL TOPICS MERGERS AND ACQUISITIONS
11257,FLIT,220,Introduction aux textes littéraires
11258,FLIT,230,Introduction aux cultures de la francophonie
11258,FLIZ,230,Introduction aux cultures de la francophonie
11259,FLIT,240,Introduction aux littératures et aux cultures de la Francophonie
11260,FLIT,250,Introduction aux cultures populaires de langue française
11261,FLIT,280,Introduction aux études littéraires
11264,FLIT,300,Littérature et culture françaises du Moyen Âge au XVIIe siècle
11265,FLIT,302,Littérature et culture françaises du XVIIIe siècle à aujourd'hui
11266,FLIT,303,Littérature et culture québécoises de 1534 à 1900
11267,FLIT,305,Littérature et culture québécoises
11268,FLIT,308,Littératures et cultures de la Francophonie
11269,FLIT,310,Littérature française du Moyen Âge
11270,FLIT,312,Littérature française de la Renaissance
11271,FLIT,314,Littérature française du XVIIe siècle
11272,FLIT,316,Littérature française du XVIIIe siècle
11273,FLIT,318,Le XIXe siècle I
11274,FLIT,319,Littérature française du XIXe siècle II
11275,FLIT,320,Littérature française du XXe siècle I
11276,FLIT,321,Littérature française du XXe siècle II
11277,FLIT,341,Littérature québécoise de 1900 à 1960
11278,FLIT,343,Littérature québécoise de 1960 à 1980
11279,FLIT,345,Littérature québécoise de 1980 à aujourd?hui
11281,FLIT,349,L'essai au Québec
11282,FLIT,351,Le théâtre québécois
11283,FLIT,360,Littérature de la francophonie au féminin
11284,FLIT,362,Littérature maghrébine
11285,FLIT,364,Littératures africaine et antillaise
11302,FLIT,424,La littérature française actuelle
11305,FLIT,446,Littératures populaires
11306,FLIT,447,Les voix de Montréal
11307,FLIT,449,Littérature québécoise ? Canadian Literature
11309,FLIT,451,"Imaginaires, mythes et symboles"
11311,FLIT,456,TEXTES ETRÉSONANCES MÉDIA
11312,FLIT,462,LITTERATURES COLONIALES ET POSTCOLONIALES
11313,FLIT,464,Littératures mondiales
11314,FLIT,466,Littératures des Amériques
11315,FLIT,471,LITTERATURE QUE. AU FEMININ
11316,FLIT,472,La littérature française au féminin
11320,FLIT,494,Tutorat en littérature
11321,FLIT,495,Tutorat en littérature
11322,FLIT,496,Recherche Dirigée
11324,FLIT,600,RECHERCHE&PRODUCTION LITT.
11325,FLIT,601,OBJETS LITTÉRAIRES&DISCOURS
11331,FLIT,614,LITT&ENVIRONNEMENT TECHNO.
11332,FLIT,615,MÉTADISCOURS OEUVRES LITT.
11333,FLIT,617,RHÉTORIQUE DU TEXTE/IMAGE RAPPORTS DANS OEUVRES LITT
11335,FLIT,619,PROD&RÉCEPTION DU LITTÉRAIRE
11336,FLIT,620,TUTORAT EN LITTERATURE
11337,FLIT,621,TUTORAT EN LITTERATURE
11338,FLIT,630,SÉM AVANCÉE:LITT FRANCOPHONE
11339,FLIT,640,Séminaire avancé en littérature québécoise
11343,FLIT,690,PRESENTAT. MÉMOIRE OPTION A
11345,FLIT,691,PRES MEM INCL RELISAT MEDIA
11347,FLIT,692,MÉMOIRE OPTION A
11348,FLIT,693,MÉMOIRE OPTION B
11349,FMAN,202,Animation I
11352,FMAN,224,Analytical Drawing and Design for Animated Filmmaking
11353,FMAN,254,Technical Aspects of Animated Filmmaking
11357,FMAN,305,Animation II
11362,FMAN,315,FROM IDEA TO STORYBOARD
11364,FMAN,319,CHARACTER ANIMATION
11366,FMAN,325,ADVANCED ANALYTICAL DRAWING AND DESIGN FOR ANIMATION
11369,FMAN,340,SOUND FOR ANIMATION FILM
11370,FMAN,352,Stop?Motion Animation
11371,FMAN,353,Principles of 3D Digital Film Animation
11372,FMAN,354,3D Digital Animated Filmmaking
11384,FMAN,402,ADVANCED ANIMATION FILMMAKING
11388,FMAN,436,DIGITAL POST-PRODUCTION FOR ANIMATION
11391,FMAN,446,PROFESSIONAL INTERNSHIP I
11392,FMAN,448,Independent Study I
11409,FMPR,231,Filmmaking I
11412,FMPR,332,Filmmaking II
11414,FMPR,335,Acting and Directing Acting for the Screen I
11415,FMPR,336,Introduction to Film Producing
11417,FMPR,338,Image I
11418,FMPR,339,Montage I
11419,FMPR,340,Sound I
11420,FMPR,341,Writing for Film I
11425,FMPR,350,Ways of Seeing in Film Production
11429,FMPR,432,FILMMAKING III
11430,FMPR,435,Acting and Directing Acting for the Screen II
11431,FMPR,438,IMAGE II
11432,FMPR,439,MONTAGE II
11433,FMPR,440,Sound II
11434,FMPR,441,Writing for Film II
11436,FMPR,445,Professional Internship
11437,FMPR,446,Professional Internship I
11438,FMPR,448,Independent Study I
11440,FMPR,451,Advanced Project Internship I
11441,FMPR,452,Advanced Project Internship II
11442,FMPR,458,INDEPENDENT STUDY
11460,FMPR,610,FILM PRODUCTION I
11462,FMPR,611,FILM PRODUCTION II
11464,FMPR,612,FILM PRODUCTION III
11465,FMPR,613,FILM PRODUCTION IV
11488,FMST,200,Introduction to Film Studies
11492,FMST,214,Canadian Film
11493,FMST,215,Le cinéma québécois
11494,FMST,216,METHODS IN FILM STUDIES
11495,FMST,217,First Peoples' Cinema
11496,FMST,311,Montage Aesthetic
11497,FMST,312,MOVING CAMERA AESTHETIC
11498,FMST,313,Film Comedy I
11500,FMST,315,INTRODUCTION TO FILM THEORY
11504,FMST,316,FILM & MOVING IMAGE CULTURES
11505,FMST,318,Experimental Film
11506,FMST,320,DIGITAL MEDIA AND ANIMATION
11509,FMST,323,History of Animated Film
11513,FMST,328,Non-fiction Film Since 1956
11514,FMST,329,Women and Film
11515,FMST,331,FILM DIRECTORS
11518,FMST,335,ASPECTS OF NATIONAL CINEMAS
11538,FMST,336,Documentary Film of the Classical Period
11547,FMST,350,STUDIES IN FILM GENRES
11555,FMST,391,Sexual Representation in Cinema
11556,FMST,392,QUEER CINEMA I
11557,FMST,393,QUEER CINEMA II
11580,FMST,409,Seminar in Women and Film
11581,FMST,411,ADVANCED STUDIES FILM GENRES
11587,FMST,414,SEMINAR IN FILM DIRECTORS
11592,FMST,416,"SEMINAR IN FILM HISTORY	"
11600,FMST,418,SEMINAR IN CANADIAN CINEMA
11601,FMST,419,SEM SUR LE CINEMA QUEBECOIS
11603,FMST,422,SEMINAR IN FILM THEORY AND CRITICISM
11604,FMST,423,SEMINAR IN STYLISTIC AND FORMAL ANALYSIS
11606,FMST,424,SEMINAR IN FILM NARRATIVE
11609,FMST,426,Professional Internship I
11610,FMST,428,Independent Study I
11615,FMST,450,Film Studies Specialization Seminar
11633,FMST,600,METHODS IN FILM STUDIES
11720,FMST,670,INDEPENDENT STUDY
11729,FMST,675,PRACTICUM
11735,FMST,680,PRACTICUM
11736,FMST,680A,PRACTICUM
11737,FMST,680B,PRACTICUM
11738,FMST,685,PRACTICUM
11743,FMST,800,PROSEMINAR
11756,FMST,870,INDEPENDENT STUDY
11758,FMST,880,RESEARCH SEMINAR
11795,FPST,201,Introduction to First Peoples Studies
11796,FPST,202,Research Strategies in First Peoples Studies
11797,FPST,203,First Peoples of Canada
11798,FPST,210,Haudenosaunee Peoples
11799,FPST,211,ALGONQUIAN PEOPLES
11800,FPST,212,Inuit Peoples
11801,FPST,297,Proseminar I:  Indigenous Ways of Knowing
11802,FPST,298,SELECTED TOPICS IN FPST
11804,FPST,301,The Indian Act
11805,FPST,302,First Peoples and Education
11806,FPST,303,FIRST PEOPLES AND HEALTH
11807,FPST,306,CONTEMP FIRST PEOPLES ART
11808,FPST,310,LINGUISTIC INTRO ALGONQUIAN
11809,FPST,311,Linguistic Introduction to Haudenosaunee Languages
11810,FPST,312,Linguistic Introduction to Inuktitut Language
11812,FPST,321,FIRST PEOPLES AND JUSTICE
11814,FPST,323,First Peoples Sacred Stories
11815,FPST,341,GLOBALIZATION-INDIGE PEOPLES
11816,FPST,397,PROSEMINAR II ETHICS AND FIRST PEOPLES
11817,FPST,398,SPEC TOP/FIRST PEOPLES STUDI
11821,FPST,401,CONT POL  FIRST PEOPLES
11822,FPST,402,First Peoples Contemporary Social Issues
11824,FPST,497,PROSEMINAR III ORAL TRAD  AS METHODOLOGY
11825,FPST,498,Advanced Topics in First Peoples Studies
11829,FRAA,400,Introduction à la linguistique française I
11830,FRAA,401,Introduction à la linguistique française II
11831,FRAA,403,Histoire de la langue française
11832,FRAA,404,Histoire de la langue française au Québec
11833,FRAA,405,LE CODE ORATOIRE
11835,FRAA,410,Grammaire du français en contextes
11837,FRAA,412,Grammaire de texte
11838,FRAA,413,Rédaction I
11840,FRAA,422,Questions actuelles en linguistique française
11841,FRAA,423,Rédaction II
11842,FRAA,430,Stylistique avancée
11844,FRAA,432,Écriture pour le Web
11847,FRAA,491,"Tutorat en langue, linguistique ou rédaction"
11849,FRAA,498,Étude avancée d?un sujet particulier
11856,FRAA,592,"TUT LANG, LING OU RÉDACTION"
11939,FRAN,211,French Language: Elementary
11940,FRAN,212,French Language: Transitional Level
11941,FRAN,213,Langue française : niveaux intermédiaires I et II
11942,FRAN,214,Langue française : niveau intermédiaire I
11943,FRAN,215,Langue française : niveau intermédiaire II
11946,FRAN,218,Initiation au français oral
11947,FRAN,219,Initiation au français écrit
11950,FRAN,221,Correction phonétique
11985,FRAN,301,Langue française : niveaux d'approfondissement I et II
11989,FRAN,302,Langue française : niveau d'approfondissement I
11995,FRAN,303,Langue française : niveau d'approfondissement II
11998,FRAN,304,Langue française : niveau d?approfondissement III
12005,FRAN,305,Communication orale
12008,FRAN,306,Communication écrite
12034,FRAN,315,Correction phonétique (niveau avancé)
12038,FRAN,318,Le français des affaires I
12040,FRAN,319,Le français des affaires II
12042,FRAN,320,Le vocabulaire français
12043,FRAN,321,Grammaire fonctionnelle du français
12235,FRAN,499,ETUDE AVANCEE D'UN SUJET PAR
12275,FRAN,598,ETU AVANC/SUJET PARTICULIER
12664,FTRA,200,Méthodologie de la traduction
12665,FTRA,201,Traduction générale du français à l'anglais I
12666,FTRA,202,Traduction générale de l'anglais au français I
12667,FTRA,203,L'anglais en contact avec le français au Québec
12668,FTRA,204,Le français en contact avec l'anglais au Québec
12669,FTRA,207,Traduction générale du français à l'anglais II
12670,FTRA,208,Traduction générale de l'anglais au français II
12674,FTRA,301,Traduction littéraire du français à l'anglais
12675,FTRA,304,Traduction littéraire de l'anglais au français
12676,FTRA,305,Initiation à la traduction économique du français à l'anglais
12677,FTRA,306,Initiation à la traduction économique de l'anglais au français
12678,FTRA,310,Initiation à la recherche documentaire et terminologique
12683,FTRA,403,Traduction scientifique et technique du français à l'anglais
12684,FTRA,404,Traduction scientifique et technique de l'anglais au français
12685,FTRA,405,Traduction commerciale et juridique du français à l'anglais
12686,FTRA,406,Traduction commerciale et juridique de l'anglais au français
12687,FTRA,408,Adaptation publicitaire
12688,FTRA,409,Révision et correction en traduction
12689,FTRA,410,Révision et correction en traduction
12690,FTRA,411,Terminologie et mondialisation
12691,FTRA,412,Théories de la traduction
12692,FTRA,414,Histoire de la traduction
12693,FTRA,416,Informatique et traduction
12695,FTRA,418,"Web, technologies, traduction : théories et critiques"
12696,FTRA,420,Stage de formation : de l'anglais au français
12697,FTRA,421,Stage de formation : du français à l'anglais
12698,FTRA,422,Stage de formation : de l'anglais au français I
12699,FTRA,423,Stage de formation : du français à l'anglais I
12700,FTRA,424,Stage de formation : de l'anglais au français II
12701,FTRA,425,Stage de formation : du français à l'anglais II
12702,FTRA,492,Tutorat en traduction
12703,FTRA,498,ETUDE AVANC/SUJET PARTICUL
12708,FTRA,499,ETUDE AVANC.D'UN SUJET PART.
12712,FTRA,501,TRADUCTION LITTÉRAIRE F/A
12713,FTRA,504,TRADUCTION LITTÉRAIRE A/F
12714,FTRA,517,STAGE DE FORM 1:FRAN A ANGL
12715,FTRA,519,STAGE DE FORM 2:FRAN A L ANG
12716,FTRA,520,STAGE DE FORM:ANGL AU FRAN
12717,FTRA,521,STAGE DE FORM:FRAN A L ANGL
12718,FTRA,522,STAGE DE FORM 1:ANGL AU FRAN
12721,FTRA,526,STAGE DE FORM 2:ANGL AU FRAN
12722,FTRA,527,TRAVAUX DIRIGES (A)
12723,FTRA,528,TRAVAUX DIRIGES (F)
12724,FTRA,532,INITIA TRADUCTION GÉNÉRALE FRANÇAIS
12725,FTRA,533,THEORIE&PRATIQUE TERMINO
12727,FTRA,551,TUTORAT EN LOCALISATION
12728,FTRA,552,TRAD. AUTOMATIQUE&TAO
12730,FTRA,555,Gestion de projets
12732,FTRA,558,PRATIQUE DE LOCALISATION
12735,FTRA,600,METHODOLOGIE RECHERCHE TRAD
12736,FTRA,601,COURANTS CONTEMPORAINS TRAD
12737,FTRA,602,HISTOIRE GENERALE DE LA TRAD
12738,FTRA,603,CONTEXTES SOCIO-POLITIQUES
12739,FTRA,610,LECTURE CRITIQUE DE TRAD
12740,FTRA,611,TERMINOLOGIE/MONDIALISATION
12741,FTRA,612,TRADUCTION EN SCIENCES HUM.
12742,FTRA,613,TRANS SOC.SCI&HUMANITIES
12743,FTRA,614,TRAD LITTERAIRE AVANCÉE
12744,FTRA,615,ADVANCED LITERARY TRANS.(A)
12746,FTRA,619,STAGE DE FORMATION FRANÇAIS À L'ANGLAIS II
12747,FTRA,622,"LITTÉRATURE, LANGUE ET TRAD"
12748,FTRA,680,TUTORAT EN LITTERATURE (F)
12749,FTRA,681,TUTORIAL IN LITERATURE (A)
12750,FTRA,682,TUTORAT EN TRADUCTION (F)
12751,FTRA,683,TUTORIAL IN TRANSLATION (A)
12752,FTRA,684,TUTORAT EN LINGUISTIQUE (F)
12753,FTRA,685,TUTORIAL IN LINGUISTICS (A)
12757,FTRA,698,ETUDE D UN SUJET PARTICULIER
12779,GDBA,501,ACCOUNTING
12780,GDBA,502,STATISTICS
12781,GDBA,503,ORGANIZATIONAL BEHAVIOUR
12782,GDBA,504,MARKETING
12783,GDBA,505,FINANCE
12784,GDBA,506,OPERATIONS MANAGEMENT
12785,GDBA,507,MANAGERIAL ECONOMICS
12786,GDBA,508,BUSINESS ETHICS
12880,GEOG,200,WORLD GEOGRAPHY
12883,GEOG,203,Canadian Environmental Issues
12884,GEOG,204,Global Environmental Issues
12886,GEOG,209,GEOGRAPHY/SELECTED REGION
12890,GEOG,210,Geography of Global Change
12890,GEOZ,210,Geography of Global Change
12892,GEOG,220,"The Human Environment: Place, Space, and Identity"
12892,GEOZ,220,"The Human Environment: Place, Space, and Identity"
12899,GEOG,260,Mapping the Environment
12905,GEOG,272,The Natural Environment: Air and Water
12907,GEOG,274,The Natural Environment: Land and Life
12910,GEOG,290,Environment and Society
12918,GEOG,300,Environment: Historical and Cultural Perspectives
12926,GEOG,305,POLITICAL ECOLOGY
12932,GEOG,315,Social and Cultural Geographies
12934,GEOG,318,Shifting Borders of Globalization
12935,GEOG,321,A World of Food
12939,GEOG,330,Urban Geography
12943,GEOG,333,Urban Transportation
12946,GEOG,342,The Making of the Irish Landscape
12950,GEOG,355,Resource Analysis and Management
12955,GEOG,361,Research Design and Qualitative Methods
12956,GEOG,362,Statistical Methods
12957,GEOG,363,Geographic Information Systems
12960,GEOG,371,Landscape Ecology
12961,GEOG,372,Plant Reproductive Ecology
12963,GEOG,374,Plant Ecology
12964,GEOG,375,Hydrology
12966,GEOG,377,Landform Evolution
12967,GEOG,378,The Climate System
12971,GEOG,398C,SPECIAL TOPICS IN GEOGRAPHY CRITICAL GEOGRAPHIES
12991,GEOG,400,Political Ecology
12997,GEOG,407,Indigenous Peoples & the Environment
13002,GEOG,418,Geographies of Postcolonialism
13009,GEOG,430,The Social and Cultural Geographies of Montreal
13010,GEOG,431,Urban Planning in the Developing World
13015,GEOG,440,Geography and Public Policy
13025,GEOG,458,Environmental Impact Assessment
13030,GEOG,463,Advanced Geographic Information Systems
13031,GEOG,465,Remote Sensing
13032,GEOG,466,Geomedia and the Geoweb
13033,GEOG,470,Environmental Management
13036,GEOG,473,ENVIRONMENT AND HEALTH
13038,GEOG,474,Sustainable Forest Management
13039,GEOG,475,Water Resource Management
13040,GEOG,476,Indigenous and Environmental History of Americas since 1492
13042,GEOG,478,"Climate Change: Science, Impacts and Policy"
13045,GEOG,490,INTERNSHIP IN GEOGRAPHY
13046,GEOG,491,(also listed as URBS 491) Honours Essay
13082,GEOG,610,IMPACT ASSESSMENT
13083,GEOG,620,ADVANCED TOPICS IN GEOGRAPHY
13092,GEOG,625,DIRECTED STUDIES
13271,GEOL,204,NATURAL DISASTERS
13273,GEOL,206,"Earthquakes, Volcanoes, and Plate Tectonics"
13276,GEOL,208,"The Earth, Moon and the Planets"
13277,GEOL,210,Introduction to the Earth
13359,GEOL,440,Seminar in Current Research on Environmental Earth Science
13461,GERM,200,Introductory German: Intensive Course
13463,GERM,201,Introductory German I
13464,GERM,202,Introductory German II
13471,GERM,230,Introduction to German Culture
13472,GERM,231,GERMAN LIT IN TRANSLATION
13473,GERM,240,Intermediate German: Intensive Course
13474,GERM,241,Intermediate German I
13475,GERM,242,Intermediate German II
13482,GERM,270,Conversational German I
13494,GERM,301,Advanced Grammar and Composition I
13499,GERM,305,CONVERSATIONAL GERMAN
13500,GERM,306,Introduction to Translation
13505,GERM,308,German for Business
13509,GERM,310,Introduction to Modern German Literature I
13511,GERM,311,Introduction to Modern German Literature II
13513,GERM,361,Topics in the Culture of German-Speaking Nations
13515,GERM,362,Modern Germany
13533,GERM,410,"Cyborgs, Robots and Automata in German Literature, Film and Video Games"
13539,GERM,420,"Of German Witches, Ghosts, Daemons and Vampires"
13552,GERM,440,"Dandies, Flaneurs and Tricksters:  Crossover Figures in Modernism and Pop Modernism"
13553,GERM,450,GERMAN WOMEN WRITERS ACROSS THE AGES
13558,GERM,480,TUTORIAL 1
13563,GERM,481,TUTORIAL II
13564,GERM,482,TUTORIAL 3
13567,GERM,498,ADVANCED TOPICS IN GERMAN
13685,GIIM,610,ECONOMICS
13686,GIIM,611,FINANCIAL STATMNT ANALYSIS I
13687,GIIM,613,ASSET PRICING/PRTFLIO MGMT I
13688,GIIM,614,SEC VAL N/DOMEST INT L ENVRN
13689,GIIM,615,CFA EXAM PREP COURSE LEVEL I
13690,GIIM,616,QUANTITATIVE TECHNIQUES
13691,GIIM,617,CORPORATE FINANCE
13692,GIIM,618,SEMINAR IN CORPORATE FINANCE
13693,GIIM,619,MARKETING MANAGEMENT
13694,GIIM,620,FINANCIAL STMNT ANALYSIS II
13695,GIIM,621,FIXED INCOME ANALYSIS
13696,GIIM,622,DERIVATIVES
13697,GIIM,623,ASSET PRCNG/PORTFOL MGMNT II
13698,GIIM,624,ANALYSIS/EQUITY INVESTMENTS
13700,GIIM,626,ORGANIZATIONAL BEHAVIOUR
13701,GIIM,631,ASSET ALLOCAT N/PERF MSRMNT
13702,GIIM,633,INVESTMENT LAW AND ETHICS
13705,GIIM,636,ALTERNATIVE INVESTMENTS
13706,GIIM,637,STRATEGIC MANAGEMENT
13707,GIIM,651,MGMNT INFORMATION SYSTEMS
13708,GIIM,653,SEM/INVSTMNT ANALYSIS/MGMNT
13709,GIIM,654,INT L INVSTMNT/ANALYSIS MGMN
13816,HEBR,210,Introductory Course in Hebrew
13820,HEBR,241,Intermediate Hebrew I
13821,HEBR,242,Intermediate Hebrew II
13844,HENV,605,ADV QUAL. RESEARCH METHODS
13845,HENV,610,ADV QUAN. RESEARCH METHODS
13846,HENV,615,Research Proposal Seminar
13847,HENV,625,SUSTAINABLE RESOURCE MANAGEM
13849,HENV,640,(Re)Shaping the City
13850,HENV,650,POLITICAL ECONOMY / THE CITY
13851,HENV,655,ENVIRONMENTAL MODELING
13859,HENV,670,ENVIRONMENTAL GOVERNANCE
13860,HENV,675,Community-Based Conservation
13861,HENV,685,THESIS PROPOSAL
13862,HENV,695,THESIS
13874,HIST,101,TOPICS IN HISTORY
13918,HIST,201,Introduction to European History to 1789
13918,HISZ,201,Introduction to European History to 1789
13921,HIST,202,MODERN EUROPE
13923,HIST,203,"History of Canada, Pre-Confederation"
13929,HIST,205,"HISTORY OF CANADA, POST-CONFEDERATION"
13929,SCPA,205,"HISTORY OF CANADA, POST-CONFEDERATION"
13930,HIST,206,Medieval Europe
13931,HIST,207,EARLY MODERN EUROPE
13934,HIST,209,Quebec to 1867
13936,HIST,210,QUEBEC SINCE CONFEDERATION
13936,SCPA,210,QUEBEC SINCE CONFEDERATION
13937,HIST,211,(also listed as IRST 211) History of Ireland
13938,HIST,212,(also listed as IRST 210) The Irish in Canada
13939,HIST,213,(also listed as IRST 205) The Irish in Montreal
13954,HIST,235,THE HOLOCAUST
13958,HIST,242,HISTORY OF THE MIDDLE EAST
13959,HIST,251,History of the United States to the Civil War Era
13962,HIST,253,History of the United States since the Civil War Era
13967,HIST,261,HISTORY OF SOUTH ASIA
13968,HIST,262,HISTORY OF CHINA
13969,HIST,263,HISTORY OF JAPAN
13970,HIST,264,History of Africa
13979,HIST,276,History of Latin America: The Colonial Period
13980,HIST,277,History of Latin America: The Modern Period
13983,HIST,281,FILM IN HISTORY
13983,HISZ,281,FILM IN HISTORY
13984,HIST,283,The 20th Century: A Global History
13984,HISZ,283,The 20th Century: A Global History
13985,ANTH,285,INTRO TO LAW & SOCIETY
13985,HIST,285,INTRO TO LAW & SOCIETY
13985,POLI,285,INTRO TO LAW & SOCIETY
13985,SOCI,285,INTRO TO LAW & SOCIETY
14011,HIST,302,Natives and Newcomers
14013,HIST,303,NATIVE NORTH AMERICAN HISTORY FROM 1800
14016,HIST,304,Tutorial Preparation for the Honours Essay
14021,HIST,306,History and the Public
14024,HIST,307,History of Montreal
14029,HIST,309,Law and Society in Canadian History
14036,HIST,313,Quebec in the 19th Century
14038,HIST,314,QUEBEC IN THE 20TH CENTURY
14040,HIST,315,Rights and Freedoms in Canadian Society
14044,HIST,318,Modernist New York
14049,HIST,321,American Culture Since 1945
14053,HIST,324,"United States, 1877-1924"
14063,HIST,328,The Scientific Revolution
14070,HIST,332,"United States, Cuban and Mexican Relations"
14074,HIST,334,History of Haiti:  From Independence to Present
14077,HIST,336,Deviancy and Orthodoxy in the History of Mexico
14081,HIST,338,History of Later Medieval Europe
14082,HIST,339,Crime and Punishment in Canadian History
14083,HIST,340,Early Modern Britain and Ireland
14091,HIST,344,Rise and Fall of Yugoslavia
14094,HIST,347,GENDER & SEXUALITY IN S ASIA
14095,HIST,348,History of Violence: Middle East 1798 to Present
14096,HIST,350,Medieval England
14098,HIST,351,England in the Reign of Henry VIII
14101,HIST,353,Colonial America and the Atlantic World
14103,HIST,354,Revolutionary America
14107,HIST,356,United States in the 19th Century: The Era of the Civil War
14109,HIST,357,US FOREIGN RELATIONS TO 1945
14111,HIST,358,"Foreign Relations of the United States, 1945 to the Present"
14113,HIST,359,The History and Sociology of Genocide to 1945 (also listed as SOCI 366)
14115,HIST,360,(also listed as SOCI 367) The History and Sociology of Genocide from 1945 to the Present
14120,HIST,363,Africa in the 20th Century
14121,HIST,364,Modern South Asia
14124,HIST,365,Human Rights and Genocide Prevention in History
14125,HIST,366,Early Modern China
14128,HIST,367,Modern China
14129,HIST,368,African Popular Culture
14131,HIST,369,"Middle East: Empire, Gender, and Sexuality in Modern Times"
14132,HIST,370,Japanese Popular Culture
14134,HIST,371,"History of the Russian Revolutionary Movement, 1825-1922"
14135,HIST,372,Latin American History Via the Novel
14137,HIST,373,The Pacific War
14140,HIST,374,Egypt and the World Since 1798
14145,HIST,377,History of Russia 1694-1917
14146,HIST,378,History of the Soviet Union
14149,HIST,380,HISTORY & DIGITAL MEDIA
14150,HIST,381,History and Public Policy
14152,HIST,382,AGE OF ENLIGHTENMENT
14153,HIST,383,Age of Revolution
14156,HIST,385,"Age of Dictators: Europe, 1914-1945"
14159,HIST,387B,SEL TOPS IN PUBLIC HISTORY MUSEUMS & HERITAGE
14160,HIST,388,Telling Stories: Oral History and Creative Practice
14161,HIST,390,Urban History Laboratory
14162,HIST,391,SELECTED TOPICS IN HISTORY
14166,HIST,394,Food in History
14167,HIST,395,Environmental History
14168,HIST,396,The United States Since 1945
14169,HIST,397,History and Sound
14181,HIST,398L,SELECTED TOPICS IN HISTORY TUDOR ENGLAND
14195,HIST,398Z,SELECTED TOPICS IN HISTORY NATIONALISM IN AFRICA
14201,HIST,402,The Philosophy and Practice of History
14204,HIST,403,Methodology and History
14216,HIST,411,SEMINAR IN CANADIAN HISTORY
14250,HIST,426,LATE CLASSICAL+MEDIEVAL EURO
14252,HIST,427,ADV.STY/LTE.CLAS&MEDIEV.EUR
14263,HIST,434,ADV.STUDY IN FRENCH HISTORY
14265,HIST,436,ADV STUDY IN MODERN EUROPE
14285,HIST,438,ADVANCED STDY-BRITISH HIST.
14297,HIST,451,SEMINAR IN AMERICAN HISTORY
14303,HIST,452,Advanced Study in American History
14329,HIST,457,Advanced Study in Latin American and Caribbean History
14336,HIST,461,SEMINAR IN ASIAN HISTORY
14340,HIST,462,Advanced Study in Asian History
14354,HIST,471,ADV STUDY IN AFRICA HIST
14361,HIST,476,ADV.STUDY IN 3RD WORLD
14363,HIST,477A,ADV STUDY/HUMAN RIGHTS/JUST HISTORIES OF NATIONALISM
14367,HIST,478,ADVANCED STDY WOMEN'S HIST
14370,HIST,481,ADV STUDY IN PUBLIC HISTORY
14377,HIST,485,PUBLIC HISTORY WORKSHOP
14382,HIST,486,Public History Internship
14384,HIST,491,IND/STUD TUTORIAL IN HISTORY
14397,HIST,493,ADVANCED TOPICS IN HISTORY
14455,HIST,600,HISTORICAL THEORIES/METHODS
14456,HIST,601,HISTORICAL RESEARCH METHODS
14457,HIST,605,INTRO TO THE ORIGINAL ESSAY
14458,HIST,610,SEL TOPS IN EUROPEAN HIST
14470,HIST,620,SEL TOPS IN CANADIAN HIST
14492,HIST,642,Selected Topics in Middle Eastern History
14493,HIST,650,SEL TOPS IN HIST OF GENOCIDE
14500,HIST,665,Selected Topics in Public History
14503,HIST,670,SELECTED TOPICS IN HISTORY
14511,HIST,679,TUTORIAL/SEL AREA OF HISTORY
14515,HIST,679D,Tutorial in Selected Areas of History - Special Topic: Educ & Lang Politics/Ireland 1900-30
14524,HIST,680,MA ORIGINAL RESEARCH ESSAY
14543,HIST,819,TUTORIAL IN EURO HISTORY
14556,HIST,829,TUTORIAL IN CAN HISTORY
14570,HIST,839,TUTORIAL IN US HISTORY
14580,HIST,849,Tutorial in Non-Western History
14590,HIST,859,TUTORIAL IN GENOCIDE HISTORY
14594,HIST,860,SEL TOPS IN HIST OF GENDER
14598,HIST,869,TUT IN GENDER HISTORY
14602,HIST,879,SELECTED AREA OF HISTORY
14619,HIST,880,COMPREHENSIVE EXAMINATIONS
14620,HIST,885,PHD THESIS PROPOSAL & COLLOQ
14621,HIST,890,THESIS RESEARCH
14929,HUMA,340,SPECIAL TOPICS IN THE HUMAN
14931,HUMA,800,DIRECTED STUDIES
14933,HUMA,801,DIRECTED STUDIES
14935,HUMA,802,DIRECTED STUDIES
14937,HUMA,803,DIRECTED STUDIES
14939,HUMA,804,DIRECTED STUDIES
14941,HUMA,805,DIRECTED STUDIES
14943,HUMA,806,DIRECTED STUDIES
14945,HUMA,807,DIRECTED STUDIES
14948,HUMA,808,DIRECTED STUDIES
14950,HUMA,809,DIRECTED STUDIES
14952,HUMA,810,DIRECTED STUDIES
14954,HUMA,811,DIRECTED STUDIES
14956,HUMA,812,DIRECTED STUDIES
14968,HUMA,818,DIRECTED STUDIES
